return,risk,sharpe
0.2433467959028807,0.18729563339814131,1.0323080810532095
0.2340461168916002,0.1833827412744997,1.0036174375652263
0.24752280646902786,0.18758366739177226,1.0529850984120996
0.22716326662538394,0.18496519005327722,0.9578195041691574
0.2443981704269835,0.18622781526203105,1.0438729045575517
0.2489524652119963,0.19817813716295354,1.0039072324532248
0.2550063375054717,0.212598380899123,0.9642892699297946
0.23525897734639142,0.1803437152953388,1.0272549672330038
0.2398777708429904,0.18762120707034216,1.0120272319312082
0.21303588143332605,0.1838383834417388,0.8868435327870178
0.2203735048464458,0.18326955906761563,0.929633408369734
0.23179559186032142,0.193363622701571,0.940174730491561
0.20237740486625683,0.1760699433138114,0.8654367803973954
0.24480155155099828,0.18673079635257903,1.043221339790038
0.1930614534904855,0.17106463384849976,0.8363005857609658
0.25277432900258645,0.188509689028909,1.0756705930987447
0.29101843693794077,0.21558895204744363,1.1179535623184484
0.23895516469774258,0.181601562540644,1.0404930555344358
0.2719060017399639,0.1921925157551923,1.1546027214848444
0.20036795145582265,0.18682667906731076,0.8048526698997172
0.21136597619766564,0.17505789342860992,0.9217863475746213
0.289493062802835,0.21119416947797048,1.133994671324562
0.20712167588766853,0.17826563685594218,0.8813907080400455
0.22502135539034168,0.17769049971222475,0.9849786886400465
0.25457339643446847,0.19547063859400737,1.0465684151130623
0.2247132366886161,0.17992529078771516,0.9710321207414443
0.2412969005247078,0.18842566045278222,1.015238052317429
0.19694235085257364,0.1719594267850864,0.8545175661478627
0.22931846553743945,0.18590833612307242,0.964553119440161
0.26316711955662286,0.1935832350746896,1.1011651885783253
0.21545238968702976,0.1763382462714668,0.9382671835826322
0.22843508656458475,0.19654523783498634,0.9078575931429773
0.2226934240043197,0.17957684060735765,0.9616686841145153
0.22054266914013101,0.1853982805225437,0.9198719031236845
0.23156008662073052,0.19223887731348893,0.9444504106453753
0.21387789397477694,0.1859684264880485,0.8812135321546571
0.23676244328642346,0.18471802926271186,1.0110677557132441
0.18048335087620074,0.16902148800366884,0.771992676300237
0.2639834954520525,0.20563447876334034,1.0406012490654393
0.23398737161558503,0.19161303343549926,0.9602028020579239
0.2519459766160013,0.19788912402803827,1.0205006344228815
0.24339763314485885,0.19785652700868728,0.9774640041890928
0.20250397891961897,0.17668257402320217,0.8631523497025347
0.2759248001758452,0.21908175976599256,1.0312350987921672
0.23781669699303468,0.1887693672308885,0.9949532582969958
0.23330465814190268,0.18657501253189698,0.9824716378382383
0.23483633919030597,0.18832615586429513,0.9814692937474714
0.2321026086007486,0.18303295806235703,0.9949170385953581
0.2406846663611514,0.18547753830420108,1.0280741706222676
0.2323230615676073,0.1842835076002725,0.9893617933683051
0.2412412141287034,0.19107261174719514,1.000882399523231
0.22954801546841708,0.18488881330790943,0.9711134614153323
0.22172031311439733,0.17486930151985783,0.9819923315408057
0.24333107183632888,0.1830689651499494,1.0560559605391002
0.24577110144772804,0.19482928575095532,1.004834056097586
0.23782077973037746,0.17855491261106055,1.0518936554800955
0.2225195021144299,0.1891181552720952,0.9122313078097455
0.24574960663417406,0.19148741511862846,1.0222583375147924
0.23062065857279357,0.18287822805363624,0.9876553403602504
0.24265536826631115,0.18759510325204104,1.0269743981934936
0.23428136254314155,0.187355590431649,0.9835914803426749
0.1911596421409374,0.16780428354784907,0.8412159639577139
0.23343592435875835,0.19762897844542174,0.9281833352663762
0.22202485504300443,0.1872448387701046,0.9187161375070692
0.23555578458305504,0.18837490240876717,0.9850345359723414
0.23975647803411332,0.1905193819190287,0.9959956626080195
0.24048955609368564,0.18222148011031736,1.045373772501259
0.2678880069223313,0.196547561500077,1.1085764954771313
0.2520908878911353,0.1925893243267295,1.0493358788064822
0.2111070831831666,0.17730715671964592,0.9086327149101233
0.20438101625669064,0.1749829457091845,0.8822632150293462
0.26717089189837473,0.2010088391383003,1.0804046868255104
0.2491894040402489,0.19303406561340009,1.0318873169214413
0.2642525131927922,0.20029040966982029,1.0697092963461832
0.28391669665046865,0.2022353249254938,1.1566559736121607
0.21693611317402128,0.17434825934061074,0.9574865490792833
0.24337042564464353,0.19186495809806267,1.00784649558473
0.21121376662931204,0.18113623780413823,0.8900138844863926
0.2180076404352419,0.17530295267353666,0.9583845444298895
0.22485987300269455,0.19192383274799055,0.9110899386440341
0.2677773508225415,0.20133427655287334,1.0816705160750408
0.21518002140588735,0.18644481171699015,0.8859459262219577
0.24343645971950467,0.18375358822898083,1.052694870254494
0.2473295414412215,0.19270659569605805,1.0239895563951267
0.23450191296247197,0.1851563548215345,0.9964654636904399
0.21553931599917822,0.17717360843026447,0.9343339420912369
0.2686768732857955,0.19252976080793632,1.1358081595704208
0.21879697234159376,0.18113533829140568,0.931883165006917
0.2546213681139916,0.19345249968175168,1.0577344229235282
0.17620143859521384,0.17384610051970825,0.7259377013228252
0.22720144780575074,0.18662895000614405,0.9494853172560692
0.24138421863002843,0.18000812127074242,1.0631976895207729
0.23246540685456957,0.18682734145155327,0.9766525896954178
0.2510320488406827,0.19233332421452237,1.0452273398886303
0.2274263085511371,0.18555727052993418,0.9561808494187493
0.24964085092945637,0.18954430162063782,1.0532674906208799
0.2694273818144039,0.19813637887283825,1.1074563038987908
0.24108118639501008,0.1889696958524445,1.011173699216907
0.26633685774811794,0.20344046461321624,1.0633914848721
0.22472508453095164,0.18709809095695265,0.9338688793524474
0.22026315372378502,0.17960898396141928,0.9479656861727932
0.21125278653649596,0.18344319590545735,0.8790338924295787
0.2346808863051986,0.18944100015139984,0.9748728425082374
0.23077539132277536,0.1792644563409176,1.008428525167222
0.2506676446326932,0.1936519278005965,1.0362284894954457
0.23261175773436946,0.18145729825202173,1.0063621551377024
0.26090014389899246,0.19576441036542672,1.07731606324823
0.1813202386758757,0.17029641375515492,0.7711274464339718
0.24811431950851362,0.19876572902570377,0.9967227272005934
0.24337826528620027,0.18886864335931766,1.0238770282174536
0.20109815495346794,0.17420054629348622,0.8673804885715096
0.23676623581487688,0.18455650970787998,1.0119731680583606
0.24700283146126792,0.18606997824411653,1.0587566748828654
0.2035143231894334,0.18093766460152863,0.848437629210654
0.22368494785797427,0.18911734573740285,0.9183977661104811
0.22984952954069635,0.1853882679547547,0.9701235764530142
0.2369468251049342,0.18284987342444758,1.0224060952504814
0.19564978747568088,0.16790411876142441,0.8674580978125688
0.20908880800529347,0.18158112513453212,0.8761307536090314
0.23627947406852984,0.18845325070405153,0.9884651677410681
0.20903808098522147,0.17487108488607236,0.9094589942575927
0.19767531149772022,0.16529748520976342,0.8933911566187437
0.21066367055110768,0.1831675081189573,0.8771406686756115
0.2597766961886646,0.19538434939278362,1.0736617177404926
0.23801031218450286,0.18245622409494652,1.0304406611345092
0.20036003637810482,0.17601895285874197,0.8542263996921464
0.2002986647833809,0.1915788838207938,0.7845262577266754
0.21695119234089397,0.17710766914518222,0.9426536589109386
0.2542550817258684,0.19142073598170029,1.0670478340726635
0.22316119835411305,0.189716322569897,0.9127374809319078
0.2339899012966103,0.1883118816333639,0.9770488176355843
0.1893723282480672,0.1713755627213756,0.8132567212903066
0.19720455025712222,0.19179334602077347,0.7675164613957891
0.2448409067270677,0.20337849645925804,0.9580211778490524
0.24391791488140224,0.20035406782210644,0.9678761054833246
0.23296676039616304,0.18305759564983076,0.9995037886663743
0.23612824090764795,0.1811741352421881,1.0273444421789975
0.2521740027717772,0.2071241737197169,0.9761004673716246
0.2476331468671633,0.1909648840374684,1.0349187907677653
0.24741192910321264,0.1977194958572659,0.9984444287968685
0.24609244502719269,0.19910377365440188,0.984875582356183
0.22958256547068048,0.17498462794964573,1.0262762368038285
0.18567141372381227,0.17777908962121847,0.7631460708505027
0.22234621286358702,0.17821992074043297,0.9670423606270107
0.23098198255623772,0.1863073180384707,0.9714163912706136
0.25132193166019556,0.1970557860557509,1.0216494308024922
0.221847041052306,0.18172978908934195,0.945618447660348
0.25249699245130414,0.19227603060801313,1.053157753522217
0.25087255444084744,0.18988453092905933,1.057866870239647
0.21472107866589768,0.18156285394462715,0.9072399727541964
0.2570887205610019,0.18999122777993224,1.0899909589556092
0.24233342564250968,0.1837517761091726,1.046702403182424
0.25367224376402325,0.18687149599625666,1.0899053527569724
0.18376301278598633,0.17075307299351727,0.783371042412014
0.24537272698644574,0.1869432977947717,1.0450908339111893
0.18912796426213566,0.1688523535892289,0.8239622445571325
0.2512706437500133,0.20376261420317388,0.9877702273162053
0.2432855561963944,0.17985368146862413,1.0746822340142839
0.2614915087772091,0.19327415429717637,1.094256547370643
0.2723868845704294,0.20612775890944604,1.0788788746697924
0.25500518916619147,0.2036444761349599,1.0066818067303225
0.2172642556260915,0.1784156485910718,0.937497674374184
0.29333372560360316,0.2071954924242314,1.174416116666182
0.21862091714469598,0.17607540983780762,0.9576630677731865
0.2593096687841146,0.21071415184218767,0.9933346524388882
0.27159595525222163,0.19984873996687785,1.1088183757823447
0.2479476354676959,0.19534784722395773,1.013308507263751
0.2500457195818017,0.18209089158292718,1.0986036580017382
0.2663273153627026,0.20691322477784369,1.045497771324025
0.2435493811130776,0.191988156461759,1.0081318800080752
0.2588205094142132,0.19876109077040433,1.0506106029344993
0.2298439328193419,0.18881551444276942,0.9524849340378392
0.23931329305537316,0.1938395455350821,0.976649488796445
0.22348791366267665,0.18422932595110889,0.9416954264312792
0.23148023598894255,0.18478088575073728,0.9821374935595492
0.19437571069176962,0.17056856087774366,0.8464379950725623
0.23649554156839223,0.1825835037224161,1.0214260202385186
0.29963831531650326,0.22451698829938466,1.1118905398090424
0.26544650852692386,0.19483707105021525,1.105777803811252
0.24826874900661036,0.1842026617079799,1.0763620197895387
0.24181455733642723,0.18864291305506767,1.0168129522068698
0.2482850532259083,0.1914584484797172,1.035655803128031
